formatted_path,sum_pageviews,sum_unique_pageviews,sum_time_on_page,time_per_view,name,nouns
/blog/2021/03/25/its-time-to-re-evaluate-your-relationship-with-hadoop,900,801,421808,468.67555555555555,its time to re evaluate your relationship with hadoop,"[""time"",""relationship"",""hadoop""]"
/blog/2021/05/14/machine-learning-alternative-data-delta-lake-and-more-my-picks-for-data-ai-summit-2021,390,336,114041,292.41282051282053,machine learning alternative data delta lake and more my picks for data ai summit 2021,"[""machine"",""data"",""delta"",""lake"",""picks"",""data"",""ai"",""summit-2021""]"
/blog/2021/05/19/evolution-to-the-datalakehouse,110,95,9865,89.68181818181819,evolution to the datalakehouse,"[""evolution"",""datalakehouse""]"
/blog/2021/07/22/monitoring-ml-models-with-model-assertions,1445,1257,774429,535.9370242214533,monitoring ml models with model assertions,"[""monitoring"",""ml"",""models"",""model"",""assertions""]"
/blog/2021/02/26/YW5ub3VuY2,1,1,26,26,YW5ub3VuY2,"[""YW5ub3VuY2""]"
/blog/2021/07/22/top-considerations-when-migrating-off-of-hadoop,1029,910,560292,544.5014577259475,top considerations when migrating off of hadoop,"[""considerations"",""hadoop""]"
/blog/2020/11/12/ZGF0YS10ZW,1,1,0,0,ZGF0YS10ZW,"[""ZGF0YS10ZW""]"
/blog/2021/01/28/burning-through-electronic-health-records-in-real-time-with-smolder,658,565,426001,647.4179331306991,burning through electronic health records in real time with smolder,"[""health"",""records"",""time"",""smolder""]"
/blog/2021/02/18/the-hidden-value-of-hadoop-migration,999,905,371528,371.8998998998999,the hidden value of hadoop migration,"[""value"",""hadoop"",""migration""]"
/blog/2021/07/22/the-delta-between-ml-today-and-efficient-ml-tomorrow,1076,947,616933,573.3578066914498,the delta between ml today and efficient ml tomorrow,"[""delta"",""ml"",""today"",""ml"",""tomorrow""]"
/blog/2020/11/13/mlflow-1-12-features-extended-pytorch-integration,539,492,235114,436.2040816326531,mlflow 1 12 features extended pytorch integration,"[""features"",""pytorch"",""integration""]"
/blog/2021/05/24/security-best-practices-for-azure-on-databricks,1,1,60,60,security best practices for azure on databricks,"[""security"",""practices"",""azure"",""databricks""]"
/blog/2021/06/23/need-for-data-centric-mi-platforms,1,1,41,41,need for data centric mi platforms,"[""need"",""data"",""centric"",""platforms""]"
/blog/2020/07/29,1,1,5,5,NA,[]
/blog/2021/03/02/introducing-apache-spark-3-1,5441,4818,1913662,351.7114501010844,introducing apache spark 3 1,"[""apache""]"
/blog/2020/05/19/schema-evolution-in-merge-operations-and-operational-metrics-in-delta-lake,4107,3513,1941104,472.6330654979304,schema evolution in merge operations and operational metrics in delta lake,"[""schema"",""evolution"",""merge"",""operations"",""metrics"",""delta"",""lake""]"
/blog/2020/05/29/adaptive-query-excution-peeding=up-spark-sql-at-runtime,1,1,9,9,adaptive query excution peeding=up spark sql at runtime,"[""query"",""excution"",""peeding"",""="",""spark"",""sql"",""runtime""]"
/blog/2020/07/10/a-data-driven-approac-to-environmentals-social-and-governance,1,1,1,1,a data driven approac to environmentals social and governance,"[""data"",""approac"",""environmentals"",""governance""]"
/blog/2020/07/15/analyzing-customer-attrition-in-subscription-models,1148,988,526417,458.551393728223,analyzing customer attrition in subscription models,"[""customer"",""attrition"",""subscription"",""models""]"
/blog/2020/09/01/databricks-unified-data-analytics-platform-for-aws-gets-a-major-upgrade,3003,2695,991131,330.04695304695304,databricks unified data analytics platform for aws gets a major upgrade,"[""databricks"",""data"",""analytics"",""platform"",""aws"",""upgrade""]"
/blog/2021/05/07/your-guide-to-retail-consumer-goods-sessions-at-data-ai-summit-2021,392,312,189208,482.6734693877551,your guide to retail consumer goods sessions at data ai summit 2021,"[""guide"",""retail"",""consumer"",""goods"",""sessions"",""data"",""ai"",""summit-2021""]"
/blog/2021/05/25/leverage-unused-compute-capacity-for-data-ai-with-azure-spot-instances-and-azure-databricks,644,577,363769,564.8586956521739,leverage unused compute capacity for data ai with azure spot instances and azure databricks,"[""leverage"",""compute"",""capacity"",""data"",""ai"",""azure"",""spot"",""instances"",""azure"",""databricks""]"
/blog/2021/06/17/announcing-photon-public-preview-the-next-generation-query-engine-on-the-databricks-lakehouse-platform,3470,3103,1696610,488.93659942363115,announcing photon public preview the next generation query engine on the databricks lakehouse platform,"[""photon"",""preview"",""generation"",""query"",""engine"",""databricks"",""lakehouse"",""platform""]"
/blog/2020/07/15/how-to-extract-market-drivers-at-scale-using-alternative-data,524,472,244376,466.36641221374043,how to extract market drivers at scale using alternative data,"[""extract"",""market"",""drivers"",""scale"",""data""]"
/blog/2020/10/05/measuring-advertising-effectiveness-with-sales-forecasting-and-attributing,1210,1079,612451,506.1578512396694,measuring advertising effectiveness with sales forecasting and attributing,"[""advertising"",""effectiveness"",""sales"",""forecasting""]"
/blog/2020/11/20/how-scribd-uses-delta-lake-to-enable-the-worlds-largest-digital-library,178,161,106926,600.7078651685393,how scribd uses delta lake to enable the worlds largest digital library,"[""scribd"",""uses"",""delta"",""lake"",""worlds"",""library""]"
/blog/2021/01/16/combining-rules-based-and-ai-models-to-combat-financial-fraud,9,3,7060,784.4444444444445,combining rules based and ai models to combat financial fraud,"[""rules"",""ai"",""models"",""combat"",""fraud""]"
/blog/2021/02/03/ray-mlflow-taking-distributed-machine-learning-applications-to-production,845,752,478502,566.2745562130177,ray mlflow taking distributed machine learning applications to production,"[""ray"",""mlflow"",""taking"",""machine"",""learning"",""applications"",""production""]"
/blog/2021/05/19/evolution-to-the-data-lakehouse,14338,12677,7748547,540.4203515134608,evolution to the data lakehouse,"[""evolution"",""data"",""lakehouse""]"
/blog/2021/09/08/5-steps-to-implementing-intelligent-data-pipelines-with-delta-live-tables,7941,6927,4107683,517.2752801914116,5 steps to implementing intelligent data pipelines with delta live tables,"[""/blog/2021/09/08/5"",""steps"",""data"",""pipelines"",""delta"",""tables""]"
/blog/2020/04/15/databricks-extends-mlflow-model-registry-with-enterprise-features,65,58,38591,593.7076923076924,databricks extends mlflow model registry with enterprise features,"[""databricks"",""extends"",""mlflow"",""model"",""registry"",""enterprise"",""features""]"
/blog/2020/05/20,1,1,1,1,NA,[]
/blog/2021/02/23/image-test?itm_data=thisTest,2,1,30,15,image test?itm_data=thisTest,"[""image"",""test?itm_data"",""thisTest""]"
/blog/2021/08/12/announcing-the-databricks-beacons-program,2163,1932,931348,430.58159963014333,announcing the databricks beacons program,"[""databricks"",""beacons"",""program""]"
/blog/2020/08/11,2,2,4,2,NA,[]
/blog/2020/11/05/learn-the-comcast-architecture-for-enterprise-metadata-and-security,292,279,85469,292.70205479452056,learn the comcast architecture for enterprise metadata and security,"[""comcast"",""architecture"",""enterprise"",""metadata"",""security""]"
/blog/2020/04/22/null,1,1,0,0,null,"[""null""]"
/blog/2020/05/20/new-pandas-udfs-and-python-type-hints-in-the-upcoming-release-of-apache-spark-3-0,15009,13094,6507446,433.5695915783863,new pandas udfs and python type hints in the upcoming release of apache spark 3 0,"[""pandas"",""udfs"",""python"",""type"",""hints"",""release"",""apache""]"
/blog/2021/03/17/winning-with-data-ai-meet-the-databricks-30-index,1446,1311,477351,330.1182572614108,winning with data ai meet the databricks 30 index,"[""data"",""ai"",""meet"",""databricks-30"",""index""]"
/blog/2021/08/10/introducing-support-for-gp3-amazons-new-general-purpose-ssd-volume,296,254,238490,805.7094594594595,introducing support for gp3 amazons new general purpose ssd volume,"[""support"",""gp3"",""purpose"",""ssd"",""volume""]"
/blog/2021/01/19/combining-rules-based-and-ai-models-to-combat-financial-fraud,1549,1362,797358,514.7566171723693,combining rules based and ai models to combat financial fraud,"[""rules"",""ai"",""models"",""combat"",""fraud""]"
/blog/2021/05/06/mit-tech-review-study-building-a-high-performance-data-and-ai-organization-the-data-architecture-matters,533,483,119328,223.8799249530957,mit tech review study building a high performance data and ai organization the data architecture matters,"[""mit"",""tech"",""review"",""study"",""building"",""performance"",""data"",""ai"",""organization"",""data"",""architecture"",""matters""]"
/blog/2020/05/29/adaptive-query-execution-peeding=up-spark-sql-at-runtime,1,1,4,4,adaptive query execution peeding=up spark sql at runtime,"[""query"",""execution"",""peeding"",""="",""spark"",""sql"",""runtime""]"
/blog/2020/06/18/introducing-apache-spark-3-0-now-available-in-databricks-runtime-7-0,33080,28748,14871313,449.55601571946795,introducing apache spark 3 0 now available in databricks runtime 7 0,"[""apache"",""databricks""]"
/blog/2021/01/06/bayesian-modeling-of-the-temporal-dynamics-of-covid-19-using-pymc3,606,532,225523,372.15016501650166,bayesian modeling of the temporal dynamics of covid 19 using pymc3,"[""/blog/2021/01/06"",""bayesian"",""modeling"",""dynamics"",""covid-19"",""pymc3""]"
/blog/2021/09/08/new-performance-improvements-in-databricks-sql,4134,3549,2461014,595.3105950653121,new performance improvements in databricks sql,"[""performance"",""improvements"",""databricks"",""sql""]"
/blog/2020/07/14/azure-databricks-now-available-in-azure-government-public-preview,357,317,145574,407.7703081232493,azure databricks now available in azure government public preview,"[""azure"",""databricks"",""azure"",""government"",""preview""]"
/blog/2020/09/15/building-a-modern-risk-management-platform-in-financial-services,433,400,179299,414.0854503464203,building a modern risk management platform in financial services,"[""building"",""risk"",""management"",""platform"",""services""]"
/blog/2020/09/29/diving-into-delta-lake-dml-internals-update-delete-merge,1445,1334,593653,410.8325259515571,diving into delta lake dml internals update delete merge,"[""diving"",""delta"",""lake"",""dml"",""internals"",""update"",""delete"",""merge""]"
/blog/2020/08/24/a-guide-to-the-databricks-aws-cloud-data-lake-dev-day-workshop,440,403,122830,279.15909090909093,a guide to the databricks aws cloud data lake dev day workshop,"[""guide"",""databricks"",""cloud"",""data"",""lake"",""dev"",""day"",""workshop""]"
/blog/2020/09/25/how-relogix-reduced-infrastructure-costs-by-80-with-delta-lake-and-azure-databricks,884,739,509771,576.6640271493212,how relogix reduced infrastructure costs by 80 with delta lake and azure databricks,"[""relogix"",""infrastructure"",""costs"",""by-80"",""delta"",""lake"",""azure"",""databricks""]"
/blog/2021/05/10/aws-guide-to-data-ai-summit-featuring-disney-comcast-capital-one-and-mcdonalds,267,226,161167,603.6217228464419,aws guide to data ai summit featuring disney comcast capital one and mcdonalds,"[""aws"",""guide"",""data"",""ai"",""summit"",""disney"",""comcast"",""capital"",""mcdonalds""]"
/blog/2020/04/22/announcing-spark-ai-summit-hackathon-for-social-good,1207,1086,397318,329.1781275890638,announcing spark ai summit hackathon for social good,"[""spark"",""ai"",""summit"",""hackathon""]"
/blog/2020/09/16/automate-azure-databricks-platform-provisioning-and-configuration,1243,1100,642345,516.7699115044247,automate azure databricks platform provisioning and configuration,"[""automate"",""azure"",""databricks"",""platform"",""configuration""]"
/blog/2021/03/12/delta-lake-the-foundation-of-your-lakehouse,636,595,220281,346.35377358490564,delta lake the foundation of your lakehouse,"[""delta"",""lake"",""foundation"",""lakehouse""]"
/blog/2020/05/26/mlops-takes-center-stage-at-spark-ai-summit,764,672,286329,374.7761780104712,mlops takes center stage at spark ai summit,"[""mlops"",""takes"",""center"",""stage"",""spark"",""ai"",""summit""]"
/blog/2020/10/19,1,1,6,6,NA,[]
/blog/2020/11/11/leveraging-esg-data-to-operationalize-sustainability,506,446,277346,548.1146245059289,leveraging esg data to operationalize sustainability,"[""esg"",""data"",""sustainability""]"
/blog/2021/04/01/introducing-delta-time-travel-for-future-data-sets,3814,3306,1457287,382.0888830624017,introducing delta time travel for future data sets,"[""delta"",""time"",""travel"",""data"",""sets""]"
/blog/2021/05/19,2,2,20,10,NA,[]
/blog/2021/05/25/databricks-announces-2021-north-america-partner-awards,718,649,275165,383.23816155988857,databricks announces 2021 north america partner awards,"[""databricks"",""announces-2021"",""north"",""america"",""partner"",""awards""]"
/blog/2020/07/21/optimizing-user-defined-functions-with-apache-spark-and-r-in-the-real-world-scaling-pitch-scenario-analysis-with-the-minnesota-twins-part-2,790,652,342322,433.31898734177213,optimizing user defined functions with apache spark and r in the real world scaling pitch scenario analysis with the minnesota twins part 2,"[""optimizing"",""user"",""functions"",""apache"",""spark"",""r"",""world"",""pitch"",""scenario"",""analysis"",""minnesota"",""twins""]"
/blog/2021/07/06/democratizing-data-and-ai-in-finserv-dais-2021-takeaways,343,301,186488,543.6967930029155,democratizing data and ai in finserv dais 2021 takeaways,"[""data"",""ai"",""finserv"",""dais-2021"",""takeaways""]"
/blog/2020/06/22,1,1,5,5,NA,[]
/blog/2020/07/28/industrial-iot-analytics-with-deepiq-datastudio-and-databricks,521,422,184227,353.60268714011517,industrial iot analytics with deepiq datastudio and databricks,"[""iot"",""analytics"",""deepiq"",""datastudio"",""databricks""]"
/blog/2021/06/02/jump-start-your-data-projects-with-pre-built-solution-accelerators,446,400,161017,361.02466367713004,jump start your data projects with pre built solution accelerators,"[""jump"",""data"",""projects"",""solution"",""accelerators""]"
/blog/2021/07/02/a-shared-vision-for-data-teams-why-cubonacci-joined-databricks,1476,1276,921299,624.1863143631437,a shared vision for data teams why cubonacci joined databricks,"[""vision"",""data"",""teams"",""cubonacci"",""databricks""]"
/blog/2020/11/16/how-to-train-xgboost-with-spark,1371,1228,668234,487.4062727935813,how to train xgboost with spark,"[""train"",""xgboost"",""spark""]"
/blog/2020/12/14/learn-how-disney-built-their-streaming-data-analytics-platform-with-databricks-and-aws-to-improve-the-customer-experience,713,642,243477,341.4824684431978,learn how disney built their streaming data analytics platform with databricks and aws to improve the customer experience,"[""how"",""disney"",""data"",""analytics"",""platform"",""databricks"",""aws"",""customer"",""experience""]"
/blog/2021/03/18/tensor-input-now-supported-in-mlflow,448,410,180790,403.54910714285717,tensor input now supported in mlflow,"[""tensor"",""input"",""mlflow""]"
/blog/2021/04/06/fine-grained-tim…ated-for-spark-3,77,69,18137,235.54545454545453,fine grained tim…ated for spark 3,"[""tim"",""ated""]"
